50,1,2.31,5.09,1
50,1,2.31,1.77,1
50,1,2.31,1.86,1
50,1,2.31,1.8,1
50,1,2.31,1.73,1
50,1,2.31,1.94,1
50,1,2.31,1.63,1
50,1,2.31,2.22,1
50,1,2.31,2.1,1
50,1,2.31,2.81,-1
50,1,2.31,1.91,-1
50,1,2.31,1.38,-1
50,1,2.31,1.51,-1
50,1,2.31,1.71,-1
50,1,2.31,1.41,-1
50,1,2.31,1.51,-1
50,1,2.31,1.99,-1
50,1,2.31,1.5,-1
50,2,15.05,5.33,1
50,2,15.05,6.1,1
50,2,15.05,5.23,1
50,2,15.05,6.01,1
50,2,15.05,4.84,1
50,2,15.05,5.51,1
50,2,15.05,6.01,1
50,2,15.05,5.9,1
50,2,15.05,5.86,1
50,2,15.05,5.89,1
50,2,15.05,3.17,-1
50,2,15.05,2.94,-1
50,2,15.05,2.78,-1
50,2,15.05,2.87,-1
50,2,15.05,2.72,-1
50,2,15.05,3.16,-1
50,2,15.05,2.54,-1
50,2,15.05,2.89,-1
50,2,15.05,2.39,-1
50,2,15.05,3.02,-1
50,3,8.2,16.5,1
50,3,8.2,14.93,1
50,3,8.2,13.6,1
50,3,8.2,17.0,1
50,3,8.2,15.39,1
50,3,8.2,15.99,1
50,3,8.2,13.96,1
50,3,8.2,18.14,1
50,3,8.2,16.97,1
50,3,8.2,18.75,1
50,3,8.2,4.17,-1
50,3,8.2,3.09,-1
50,3,8.2,3.32,-1
50,3,8.2,3.9,-1
50,3,8.2,3.37,-1
50,3,8.2,3.38,-1
50,3,8.2,3.76,-1
50,3,8.2,3.76,-1
50,3,8.2,3.51,-1
50,3,8.2,3.72,-1
100,1,30.83,5.31,1
100,1,30.83,5.62,1
100,1,30.83,4.89,1
100,1,30.83,4.44,1
100,1,30.83,3.7,1
100,1,30.83,4.86,1
100,1,30.83,4.14,1
100,1,30.83,6.2,1
100,1,30.83,5.39,1
100,1,30.83,4.73,1
100,1,30.83,5.22,-1
100,1,30.83,5.77,-1
100,1,30.83,3.92,-1
100,1,30.83,4.43,-1
100,1,30.83,3.48,-1
100,1,30.83,3.54,-1
100,1,30.83,3.91,-1
100,1,30.83,4.38,-1
100,1,30.83,5.37,-1
100,1,30.83,4.08,-1
100,2,4.21,4.6,1
100,2,4.21,2.52,1
100,2,4.21,3.84,1
100,2,4.21,3.18,1
100,2,4.21,3.85,1
100,2,4.21,3.43,1
100,2,4.21,3.7,1
100,2,4.21,4.18,1
100,2,4.21,3.47,-1
100,2,4.21,4.65,-1
100,2,4.21,2.53,-1
100,2,4.21,2.85,-1
100,2,4.21,2.94,-1
100,2,4.21,2.8,-1
100,2,4.21,4.07,-1
100,2,4.21,4.6,-1
100,3,2.63,3.27,1
100,3,2.63,3.16,1
100,3,2.63,3.91,1
100,3,2.63,3.48,1
100,3,2.63,3.85,1
100,3,2.63,4.37,1
100,3,2.63,3.33,1
100,3,2.63,2.63,1
100,3,2.63,3.55,1
100,3,2.63,2.7,-1
100,3,2.63,3.1,-1
100,3,2.63,3.29,-1
100,3,2.63,3.28,-1
100,3,2.63,3.0,-1
100,3,2.63,3.19,-1
100,3,2.63,3.11,-1
100,3,2.63,2.65,-1
100,3,2.63,3.34,-1
150,1,27.31,1.67,1
150,1,27.31,1.43,1
150,1,27.31,1.58,1
150,1,27.31,1.44,1
150,1,27.31,1.59,1
150,1,27.31,1.7,1
150,1,27.31,1.76,1
